도서번호	등록번호	작가명(저자)	도서명	출판사
2523	EM03068	광합성 소년	"존 레이놀즈 가디너 글,에스더 그림,천미나 옮김"	책과콩나무
2524	EM03069	과수원을 점령하라	"황선미 지음,김환영 그림"	사계절
2525	EM03070	고구려 사람들은 왜 벽화를 그렸나요?  : 고구려에 대한 궁금증 41가지	"전호태, 신재명"	다섯수레
2526	EM03071	(아이들이 읽어야 할) 경제 이야기	"박상률 지음,임경미 그림"	사계절출판사
2527	EM03072	경복궁	이승원 지음	초방:초방책방
2528	EM03073	거짓말 학교	"전성희 글,소윤경 그림"	문학동네
2529	EM03074	"강치야,  독도 강치야"	"김일광 글,강신광 그림."	봄봄
2530	EM03075	가족사진	"남찬숙 글,김진화 그림"	미세기
2531	EM03076	백한가지 쿨하고 흥미진진한 전쟁이야기	"황인희 지음,신지혜 그"	유아이북스
2532	EM03077	"내 동생 아영이,더책"	"김중미 지음,권사우 그림"	창비
2533	EM03078	내 가슴에 해마가 산다	"김려령 글,노석미 그림"	문학동네
2534	EM03079	낫짱이 간다	"김송이 글,홍영우 그림"	보리
2535	EM03080	바람  : 날씨는 바꾸는 요술쟁이	"허창회 글,윤태규 그림"	풀빛
2536	EM03081	나도 잘하는 게 있을까?	"박영주 글,홍지연 그림"	리틀씨앤톡
2537	EM03082	궁금해도 안 알려 주는 죽음에 관하여	"오홍선이 글,고고핑크 그림"	M&Kids :M&K
2538	EM03083	괴물 예절 배우기	"조안나 코울 글,재러드 더글라스 리 그림,이복희 옮김"	시공주니어
2539	EM03084	언어 마술사 아예	서미언	리스티아트
2540	EM03085	지구가 뭐예요? : 우주먼지에서 지구의 탄생까지 지구의 기원과 비밀	"앤 루니 글,마르가리다 에스테베스 그림,이은경 옮김"	빅북
2541	EM03086	내 친구는 얼굴색이 달라요	"콜레트 엘링스 글,마리알린 바뱅 그림,이정주 옮김"	시공주니어
2542	EM03087	마루 밑 고양이 마루 : 소중애 동물동화	"소중애 지음,홍찬주 그림"	예림당
2543	EM03088	똘배가 보고 온 달나라	"권정생 외지음,윤정주 그림"	창비
2544	EM03089	딸은 좋다	"채인선 글,김은정 그림"	한울림
2545	EM03090	온 세상에 친구가 가득	"신자와 도시히코 글,오시마 다에코 그림,한영 옮김"	책읽는곰
2546	EM03091	오이대왕	"크리스티네 뇌스틀링거 지음,유혜자 옮김"	사계절
2547	EM03092	김치를 싫어하는 아이들아  : 김은영 동시집	"김은영 지음,김상섭 그림"	창비
2548	EM03093	그래? 그래! 고구려	"오명숙 글,박동국 그림"	문학동네
2549	EM03094	눈물 많은 동화  : 이문길 동시집	이문길	브로콜리숲
2550	EM03095	느낌 있는 그림 이야기 : 어린이를 위한 이주헌의 명화 감상	이주헌 지음	보림
2551	EM03096	"노근리,  그 해 여름  : 김정희 소년소설"	"김정희 지음,강전희 그림"	사계절
2552	EM03097	내 친구가 마녀래요	"이 엘 코닉스버그 지음,햇살과나무꾼 옮김,윤미숙 그림"	문학과지성사
2553	EM03098	내 발바닥 곰 발바닥	"김현경 글,주민정 그림"	가문비어린이:가문비
2554	EM03099	다산의 아버님께	안소영 지음	보림
2555	EM03100	촛불이 꺼지기 전에	"리사 에번스지음,강나은 옮김"	작은코도마뱀
2556	EM03101	초5 용돈 다이어리 : 열두 살 부자가 되는 시크릿	김선 지음	
2557	EM03102	(체험하는)어린이 천문학 : 별자리와 별	김승현 발행	어린이천문대
2558	EM03103	책 읽어주는 로봇	"정회성 글,원혜진 그림."	주니어김영사
2559	EM03104	쫀드기 쌤 찐드기 쌤	"최종득 시,지연준 그림"	문학동네
2560	EM03105	진짜 우정 초대장	"김정배 글,김다영 그림"	한그루
2561	EM03106	지구를 위협하는 플라스틱	"박신식, 토끼도둑"	스푼북
2562	EM03107	정약용  : 시대의 어둠을 밝힌 개혁 사상가	"안길정 지음,김자흔 그림"	아이세움
2563	EM03108	자연은 발명가의 보물 상자	"크리스틴 노드스트롬 지음,폴 보스턴 그림,김선영 옮김"	라임
2564	EM03109	일기 도서관 : 박효미 창작동화	"박효미 지음,김유대 그림"	사계절
2565	EM03110	이야기가 반짝이는 밤	"카롤린 페, 아망딘 들로네, 김영신"	꼬마이실
2566	EM03111	이 세상에 태어나길 참 잘했다	"박완서 글,한성옥 그림"	어린이작가정신
2567	EM03112	우리 집이 변신한다면 : 박선영 동시집	"박선영 지음,김혜영 그림"	브로콜리숲
2568	EM03113	우리 집에 온 마고할미	"유은실 글,백대승 그림"	푸른숲주니어
2569	EM03114	"왜 유명한거야,  이 그림?"	"이유리 지음,허현경 그림"	우리학교
2570	EM03115	완벽한 가족	"로드리고 무뇨스 아비아 글,오윤화 그림,남진희 옮김"	다림
2571	EM03116	휠체어는 내 다리	"프란츠 요제프 후아이니크 글,베레나 발하우스 그림,김경연 옮김"	주니어김영사 :김영사
2572	EM03117	홍당무	"쥘 르나르 지음,정영아 그림,위혜정 엮음"	아이세움
2573	EM03118	행운 상자를 개봉하시겠습니까?	"성주희 글,심윤정 그림"	밝은미래
2574	EM03119	행복한 왕자 : 오스카 와일드 동화집	"오스카 와일드 지음,이지민 옮김,홍선주 그림."	창비
2575	EM03120	"할머니,  어디 가요? 쑥 뜯으러 간다!  : 옥이네 봄 이야기"	조혜란 그리고 씀	보리
2576	EM03121	풍경편지	"이채린 지음,김규희 그림"	옐로스톤
2577	EM03122	(티타늄 다리의 천사) 애덤 킹  : 두 다리가 없는 입양 장애 소년의 씩씩한 세상걷기!	"박정희 글,김병하 그림"	상상스쿨
2578	EM03123	최초의 과학자들	"박병철 글,김유대 그림"	휴먼어린이
2579	EM03124	여덟 살은 울면 안 돼?	"박주혜 지음,서현 그림"	문학과지성사
2580	EM03125	엄마의 슬픈 날  : 마음의 병을 가진 부모와 사는 아이들을 위해	"시린 호마이어 지음,이유림 옮김"	문학동네
2581	EM03126	엄마 아빠의 대반란	"대니 캐츠 지음,미치 베인 그림,김호정 옮김"	책속물고기
2582	EM03127	(어린이가 처음 배우는)인류의 역사	"김성화,권수진 공글,홍기한 그림"	토토북
2583	EM03128	어깨동무 내 동무	남성훈 글.그림	문학동네
2584	EM03129	아빠를 딱 하루만	"김미혜 지음,이광익 그림"	창비
2585	EM03130	아름다운 꼴찌	"이철환 글,장경혜 그림"	주니어RHK :알에이치코리아
2586	EM03131	아!고구려	우정태	좋은땅
2587	EM03132	싸개 싸개 오줌싸개	"이춘희 글,김정한 그림"	사파리:이퍼블릭
2588	EM03133	심해 동물 대탐험  : 팀 플래너리 박사님이 들려주는 신기한 바닷속 세상 이야기	"팀 플래너리 글,샘 콜드웰 그림,천미나 옮김"	별숲
2589	EM03134	신기한 시간표	"오카다 준 글,박종진 옮김,윤정주 그림"	보림
2590	EM03135	식물 박물관  : 내 책상 위 자연사 박물관	"캐시 윌리스 글,케이티 스콧 그림,이한음 옮김"	비룡소
2591	EM03136	스티커 토끼	"가브리엘라 케셀만 글,테레사 노보아 그림,김영주 옮김"	책속물고기
2592	EM03137	세종규칙한글	장덕진	"동아기획,출판사"
2593	EM03138	세상에서 가장 소중한 약속  : 장애인 아버지와 함께한 자전거 전국 일주 이야기	"고정욱 지음,이은천 그림"	상상스쿨
2594	EM03139	사람은 무엇으로 사는가  : 톨스토이 동화집	"레프 니콜라예비치 톨스토이,옮긴이: 이종진,그린이: 이상권"	창비
2595	EM03140	사계절 생태놀이	붉나무 글·그림	길벗어린이
2596	EM03141	"빨강이 나무에서 노래해요 : 봄,  여름,  가을,  겨울의 색깔 이야기"	"조이스 시드먼 글,파멜라 자가렌스키 그림,이상희 옮김"	살림어린이
2597	EM03142	비나리 달이네 집	"권정생 글,김동성 그림"	낮은산
2598	EM03143	분황사 우물에는 용이 산다	"배유안, 오진욱"	파란자전거
2599	EM03144	별별 나라 자연 탐험 : 나라의 대표 동식물을 탐방하는 신나는 모험	"몽구 지음,김미정 그림"	청어람아이
2600	EM03145	별난 재주꾼 이야기	"조호상 글,김규택 그림"	사계절
2601	EM03146	벼가 자란다  : 논농사와 벼의 한살이	"보리, 김시영"	보리
2602	EM03147	(별난 과학)물리 이야기	"로지 맥코믹,로버트 롤랜드 글,우디 그림,지연서 옮김"	그린북
2603	EM03148	미나마타의 붉은 바다  : 6학년	"하라다 마사즈미 지음,오애영 옮김,이은천 그림"	우리교육
2604	EM03149	물 한 방울	"월터 윅 지음,박정선 옮김"	소년한길
2605	EM03150	명혜	"김소연 지음,장호 그림"	창비
2606	EM03151	메아리 : 이주홍 단편집	"이주홍 글,박철민 그림"	다림
2607	EM03152	마음의 표정을 읽는 아이들  : 어린이를 위한 감정 표현 동화	"장인혜 글,은정지음 그림"	한국경제신문 :한경BP
2608	EM03156	자연을 담은 소박한 밥상 : 녹색연합이 추천하는 친환경요리 110선	녹색연합 엮음	북센스
2609	EM03160	고구마가 내 몸을 살린다  : 몸 안의 병을 몰아내는 자연치유법	"진견진 지음,유리타 옮김,신민식 감수"	한언
2610	EM03161	"부의 비밀 = ,The Secret : 실행편"	"월러스 워틀스 ,김우열 옮김"	흐름출판
2611	EM03163	바빌론 부자들의 돈 버는지혜	"조지 S. 클래이슨 저,강주헌 역"	국일미디어
2612	EM03166	부자의 그림일기 : 오세영 단편집	오세영 지음	글논그림밭
2613	EM03170	라디오보다 쉬운 요리책 : MBC 여성시대 요리선생님 우영희의	우영희 저	웅진리빙하우스
2614	EM03171	"(이원복 교수의)와인의 세계, 세계의 와인"	이원복 글.그림	김영사
2615	EM03173	식객	허영만 글. 그림	김영사
2616	EM03174	"식객 = ,食客"	허영만 글·그림	김영사
2617	EM03175	식객	허영만 글ㆍ그림	김영사
2618	EM03176	식객	허영만 글ㆍ그림	김영사
2619	EM03177	"식객 = ,食客"	허영만 글·그림	김영사
2620	EM03178	식객	허영만 지음	김영사
2621	EM03179	식객(食客)	허영만 취재·글·그림	김영사
2622	EM03180	"식객 = ,食客"	허영만 글·그림	김영사
2623	EM03181	식객	허영만 글ㆍ그림	김영사
2624	EM03182	식객(食客)	허영만 취재·글·그림	김영사
2625	EM03183	식객	허영만 글.그림	김영사
2626	EM03184	"식객  = ,食客"	허영만 글·그림	김영사
2627	EM03185	식객 = 食客	허영만 글·그림	김영사
2628	EM03186	식객(食客)	허영만 취재·글·그림	김영사
2629	EM03187	식객	허영만 글ㆍ그림	김영사
2630	EM03188	"식객 = ,食客"	허영만 글·그림	김영사
2631	EM03189	"식객 = ,食客"	허영만 글·그림	김영사
2632	EM03190	식객	허영만 글ㆍ그림	김영사
2633	EM03191	"식객 = ,食客"	허영만 글·그림	김영사
2634	EM03192	삼국지	"나관중 지음,이문열 옮김"	민음사
2635	EM03193	삼국지	"나관중 지음,이문열 옮김"	민음사
2636	EM03194	삼국지	"나관중 지음,이문열 평역"	민음사
2637	EM03195	삼국지	"나관중 지음,이문열 평역"	민음사
2638	EM03196	三國志	"나관중 지음,이문열 평역"	민음사
2639	EM03197	삼국지	"나관중 지음이문열 평역,"	민음사
2640	EM03198	삼국지	"나관중 지음,이문열 평역"	민음사
2641	EM03199	삼국지	"나관중 지음,이문열 평역"	민음사
2642	EM03200	삼국지	"나관중 지음,이문열 평역"	민음사
2643	EM03201	삼국지	"나관중 지음,이문열 평역"	민음사
2644	EM03204	연금술사 : 파울로 코엘료 장편소설	"파울로 코엘료 지음,최정수 옮김"	문학동네
2645	EM03206	놀이와 예술 그리고 상상력	진중권 지음	휴머니스트
2646	EM03207	누가 내 치즈를 옮겼을까?	"스펜서 존슨 저,이영진 역"	진명출판사
2647	EM03208	"반 고흐,  영혼의 편지"	"빈센트 반 고흐 지음,신성림 옮김"	예담
2648	EM03213	햄릿	"윌리엄 셰익스피어 지음,최종철 옮김"	민음사
2649	EM03214	변신	"프란츠 카프카 지음,전영애 옮김"	민음사
2650	EM03215	파리대왕	"윌리엄 골딩 지음,유종호 옮김"	민음사
2651	EM03216	파우스트	"요한 볼프강 폰 괴테 지음,정서웅 옮김"	민음사
2652	EM03217	파우스트	"요한 볼프강 폰 괴테 지음,정서웅 옮김"	민음사
2653	EM03218	젊은 베르테르의 슬픔	"요한 볼프강 폰 괴테 지음,박찬기 옮김"	민음사
2654	EM03219	거미여인의 키스	"마누엘 푸익 지음,송병선 옮김"	민음사
2655	EM03220	달과 6펜스	"서머싯 몸 지음,송무 옮김"	민음사
2656	EM03221	고도를 기다리며	"사뮈엘 베케트 지음,오증자 옮김"	민음사
2657	EM03222	데미안	"헤르만 헤세 지음,전영애 옮김"	민음사
2658	EM03223	호밀밭의 파수꾼	"제롬 데이비드 샐린저 지음,공경희 옮김"	민음사
2659	EM03224	수레바퀴 아래서	"헤르만 헤세 지음,김이섭 옮김"	민음사
2660	EM03225	설국	"가와바타 야스나리 지음,유숙자 옮김"	민음사
2661	EM03226	위대한 개츠비	"F. 스콧 피츠제럴드 지음,김욱동 옮김"	민음사
2662	EM03227	1984	"조지 오웰 지음,정회성 옮김"	민음사
2663	EM03228	인간 실격	"다자이 오사무 지음,김춘미 옮김"	민음사
2664	EM03229	다섯째 아이	"도리스 레싱 지음,정덕애 옮김"	민음사
2665	EM03230	오만과 편견	"제인 오스틴 지음,윤지관,전승희 같이옮김"	민음사
2666	EM03231	내 이름은 나답게	"김향이 지음,김종도 그림"	(주)사계절출판사
2667	EM03232	칭찬은 고래도 춤추게 한다	"켄 블랜차드 외 ,조천제 옮김"	book21:21세기북스
2668	EM03234	꽝 없는 뽑기 기계	"곽유진 글,차상미 그림"	비룡소
2669	EM03237	로지컬 씽킹	"테루야 하나코,오카다 케이코 지음,김영철 옮김"	일빛
2670	EM03238	"멈추지 않는 도전 = ,Neverending challenge"	박지성 지음	랜덤하우스중앙
2671	EM03239	(머리보다 손이 먼저 움직이는)메모의 기술(수정)	"사카토 켄지 지음,고은진 옮김"	해바라기
2672	EM03253	다 빈치 코드	"댄 브라운 지음,양선아 옮김"	대교베텔스만
2673	EM03254	"다빈치 코드 = ,(The) Da Vinci Code"	"댄 브라운 지음,양선아 옮김"	베텔스만 코리아
2674	EM03257	네가 누구든 얼마나 외롭든 : 김연수 장편소설	김연수 지음	문학동네
2675	EM03277	경청 : 마음을 얻는 지혜	"조신영,박현찬 지음"	위즈덤하우스
2676	EM03278	(권인숙 선생님의) 양성평등 이야기	"권인숙 지음,유지연 그림"	청년사
2677	EM03286	(싸우지 않고 이기는 힘) 따뜻한 카리스마	이종선 지음	랜덤하우스코리아
2678	EM03287	(인생을 두 배로 사는)아침형 인간	"사이쇼 히로시 지음,최현숙 옮김"	한스미디어
2679	EM03290	(인생과 비즈니스 세계를 지배하는)설득의 법칙	"로저 도슨 저,박정숙 옮김"	비즈니스북스
2680	EM03292	"생각정리의 기술 : 한 장으로 끝내는 천재들의 사고법,  마인드맵!"	"드니 르보,장 뤽 들라드리에르,프레데릭 르 비앙,피에르 몽젱,옮긴이: 김도연"	지형
2681	EM03295	4시간	"티모시 페리스 지음,최원형 옮김"	부키
2682	EM03296	달라이 라마의 행복론	"달라이 라마,하워드 커틀러 공지음,류시화 옮김"	김영사
2683	EM03299	구해줘 : 기욤뮈소 장편소설	"기욤 뮈소 ,윤미연 옮김"	밝은세상
2684	EM03303	깨진 유리창 법칙	"마이클 레빈 지음,김민주,이영숙 공역"	흐름출판
2685	EM03304	꽃으로도 때리지 말라	김혜자 지음	오래된미래
2686	EM03305	(천년의 사랑) 직지  : 제15회 눈높이아동문학대전 당선작	"글쓴이: 조경희,그린이: 박철민"	대교출판
2687	EM03308	프린세스 아카데미	"섀넌 헤일 글,공경희 옮김"	책그릇:에스오디커뮤니케이션
2688	EM03314	(내가 사랑하는)클래식	박종호 지음	시공사
